Operation,Request time,Response time
AddItemToOrder,29/1/2023 14:19:56.110,29/1/2023 14:19:57.060
GetTrackingData,29/1/2023 14:32:47.340,29/1/2023 14:32:47.374
GetPaymentList,29/1/2023 14:45:38.570,29/1/2023 14:45:40.220
AddItemToOrder,29/1/2023 14:58:29.800,29/1/2023 14:58:30.517
GetPaymentMethods,29/1/2023 15:11:21.030,29/1/2023 15:11:22.530
Login,29/1/2023 15:24:12.260,29/1/2023 15:24:13.227
Login,29/1/2023 15:37:03.490,29/1/2023 15:37:03.907
SetPayment,29/1/2023 15:49:54.720,29/1/2023 15:49:54.804
SetPayment,29/1/2023 16:02:45.950,29/1/2023 16:02:46.150
ModifyOrder,29/1/2023 16:15:37.180,29/1/2023 16:15:43.764
GetPaymentMethods,29/1/2023 16:28:28.410,29/1/2023 16:28:29.127
SetPayment,29/1/2023 16:41:19.640,29/1/2023 16:41:19.724
ModifyItem,29/1/2023 16:54:10.870,29/1/2023 16:54:18.554
GetPaymentMethods,29/1/2023 17:07:02.100,29/1/2023 17:07:03.567
SetDeliveryAddress,29/1/2023 17:19:53.330,29/1/2023 17:19:53.680
ModifyOrder,29/1/2023 17:32:44.560,29/1/2023 17:32:50.244
SetDeliveryAddress,29/1/2023 17:45:35.790,29/1/2023 17:45:36.590
ModifyOrder,29/1/2023 17:58:27.020,29/1/2023 17:58:33.820
GetPaymentMethods,29/1/2023 18:11:18.250,29/1/2023 18:11:19.884
Login,29/1/2023 18:24:09.480,29/1/2023 18:24:09.997
GetItem,29/1/2023 18:37:00.710,29/1/2023 18:37:02.144
GetItem,29/1/2023 18:49:51.940,29/1/2023 18:49:52.374
AddItemToOrder,29/1/2023 19:02:43.170,29/1/2023 19:02:43.454
GetItemList,29/1/2023 19:15:34.400,29/1/2023 19:15:35.834
GetPaymentMethods,29/1/2023 19:28:25.630,29/1/2023 19:28:26.097
SetPayment,29/1/2023 19:41:16.860,29/1/2023 19:41:17.144
SetPayment,29/1/2023 19:54:08.090,29/1/2023 19:54:08.957
SetDeliveryAddress,29/1/2023 20:06:59.320,29/1/2023 20:07:00.337
GetItem,29/1/2023 20:19:50.550,29/1/2023 20:19:51.517
AddItemToOrder,29/1/2023 20:32:41.780,29/1/2023 20:32:42.747
GetPaymentMethods,29/1/2023 20:45:33.010,29/1/2023 20:45:34.344
ModifyItem,29/1/2023 20:58:24.240,29/1/2023 20:58:30.824
SendNotification,29/1/2023 21:11:15.470,29/1/2023 21:11:15.487
GetItem,29/1/2023 21:24:06.700,29/1/2023 21:24:08.350
GetOrderList,29/1/2023 21:36:57.930,29/1/2023 21:36:58.164
GetItemList,29/1/2023 21:49:49.160,29/1/2023 21:49:50.694
ModifyItem,29/1/2023 22:02:40.390,29/1/2023 22:02:42.174
ModifyItem,29/1/2023 22:15:31.620,29/1/2023 22:15:34.170
GetOrderList,29/1/2023 22:28:22.850,29/1/2023 22:28:22.917
SetDeliveryAddress,29/1/2023 22:41:14.080,29/1/2023 22:41:14.197
ModifyItem,29/1/2023 22:54:05.310,29/1/2023 22:54:06.410
SetDeliveryAddress,29/1/2023 23:06:56.540,29/1/2023 23:06:56.957
Login,29/1/2023 23:19:47.770,29/1/2023 23:19:48.354
GetPaymentMethods,29/1/2023 23:32:39.000,29/1/2023 23:32:39.550
ModifyItem,29/1/2023 23:45:30.230,29/1/2023 23:45:34.247
ModifyItem,29/1/2023 23:58:21.460,29/1/2023 23:58:21.627
AddItemToOrder,30/1/2023 00:11:12.690,30/1/2023 00:11:14.340
GetPaymentList,30/1/2023 00:24:03.920,30/1/2023 00:24:04.954
SendNotification,30/1/2023 00:36:55.150,30/1/2023 00:36:56.517
GetOrder,30/1/2023 00:49:46.380,30/1/2023 00:49:47.247
AddItemToOrder,30/1/2023 01:02:37.610,30/1/2023 01:02:39.210
SendNotification,30/1/2023 01:15:28.840,30/1/2023 01:15:28.957
GetItem,30/1/2023 01:28:20.070,30/1/2023 01:28:21.004
SetPayment,30/1/2023 01:41:11.300,30/1/2023 01:41:12.117
GetPaymentList,30/1/2023 01:54:02.530,30/1/2023 01:54:02.680
GetPaymentList,30/1/2023 02:06:53.760,30/1/2023 02:06:53.944
GetPaymentList,30/1/2023 02:19:44.990,30/1/2023 02:19:45.140
SendNotification,30/1/2023 02:32:36.220,30/1/2023 02:32:36.237
SendNotification,30/1/2023 02:45:27.450,30/1/2023 02:45:27.900
ModifyOrder,30/1/2023 02:58:18.680,30/1/2023 02:58:25.964
ModifyOrder,30/1/2023 03:11:09.910,30/1/2023 03:11:12.160
GetTrackingData,30/1/2023 03:24:01.140,30/1/2023 03:24:01.590
ModifyItem,30/1/2023 03:36:52.370,30/1/2023 03:36:56.454
ModifyItem,30/1/2023 03:49:43.600,30/1/2023 03:49:46.984
ModifyItem,30/1/2023 04:02:34.830,30/1/2023 04:02:42.597
GetItemList,30/1/2023 04:15:26.060,30/1/2023 04:15:27.327
SetPayment,30/1/2023 04:28:17.290,30/1/2023 04:28:17.307
ModifyItem,30/1/2023 04:41:08.520,30/1/2023 04:41:14.937
GetItem,30/1/2023 04:53:59.750,30/1/2023 04:54:00.550
GetPaymentList,30/1/2023 05:06:50.980,30/1/2023 05:06:51.764
ModifyItem,30/1/2023 05:19:42.210,30/1/2023 05:19:51.944
GetOrderList,30/1/2023 05:32:33.440,30/1/2023 05:32:33.724
Login,30/1/2023 05:45:24.670,30/1/2023 05:45:26.320
GetPaymentMethods,30/1/2023 05:58:15.900,30/1/2023 05:58:17.384
GetOrderList,30/1/2023 06:11:07.130,30/1/2023 06:11:07.564
GetItemList,30/1/2023 06:23:58.360,30/1/2023 06:23:58.810
GetOrderList,30/1/2023 06:36:49.590,30/1/2023 06:36:50.840
SetPayment,30/1/2023 06:49:40.820,30/1/2023 06:49:41.020
GetPaymentList,30/1/2023 07:02:32.050,30/1/2023 07:02:32.950
GetOrderList,30/1/2023 07:15:23.280,30/1/2023 07:15:24.880
GetTrackingData,30/1/2023 07:28:14.510,30/1/2023 07:28:14.777
GetItemList,30/1/2023 07:41:05.740,30/1/2023 07:41:07.107
Login,30/1/2023 07:53:56.970,30/1/2023 07:53:57.520
GetItem,30/1/2023 08:06:48.200,30/1/2023 08:06:48.967
GetOrder,30/1/2023 08:19:39.430,30/1/2023 08:19:40.414
GetPaymentMethods,30/1/2023 08:32:30.660,30/1/2023 08:32:31.694
GetItem,30/1/2023 08:45:21.890,30/1/2023 08:45:22.274
GetPaymentMethods,30/1/2023 08:58:13.120,30/1/2023 08:58:14.687
SendNotification,30/1/2023 09:11:04.350,30/1/2023 09:11:04.800
AddItemToOrder,30/1/2023 09:23:55.580,30/1/2023 09:23:56.097
GetPaymentList,30/1/2023 09:36:46.810,30/1/2023 09:36:46.977
SetDeliveryAddress,30/1/2023 09:49:38.040,30/1/2023 09:49:38.524
AddItemToOrder,30/1/2023 10:02:29.270,30/1/2023 10:02:29.370
GetOrder,30/1/2023 10:15:20.500,30/1/2023 10:15:21.534
ModifyItem,30/1/2023 10:28:11.730,30/1/2023 10:28:14.797
Login,30/1/2023 10:41:02.960,30/1/2023 10:41:03.977
GetItem,30/1/2023 10:53:54.190,30/1/2023 10:53:55.207
ModifyItem,30/1/2023 11:06:45.420,30/1/2023 11:06:54.104
SendNotification,30/1/2023 11:19:36.650,30/1/2023 11:19:38.067
GetTrackingData,30/1/2023 11:32:27.880,30/1/2023 11:32:29.047
GetItemList,30/1/2023 11:45:19.110,30/1/2023 11:45:20.677
ModifyItem,30/1/2023 11:58:10.340,30/1/2023 11:58:14.607
SetDeliveryAddress,30/1/2023 12:11:01.570,30/1/2023 12:11:03.204
GetOrder,30/1/2023 12:23:52.800,30/1/2023 12:23:53.600
Login,30/1/2023 12:36:44.030,30/1/2023 12:36:44.514
Login,30/1/2023 12:49:35.260,30/1/2023 12:49:36.927
GetOrder,30/1/2023 13:02:26.490,30/1/2023 13:02:27.907
SendNotification,30/1/2023 13:15:17.720,30/1/2023 13:15:18.454
GetOrder,30/1/2023 13:28:08.950,30/1/2023 13:28:10.034
GetPaymentMethods,30/1/2023 13:41:00.180,30/1/2023 13:41:01.814
GetPaymentMethods,30/1/2023 13:53:51.410,30/1/2023 13:53:52.710
GetPaymentMethods,30/1/2023 14:06:42.640,30/1/2023 14:06:42.774
SetDeliveryAddress,30/1/2023 14:19:33.870,30/1/2023 14:19:34.970
SetPayment,30/1/2023 14:32:25.100,30/1/2023 14:32:26.584
ModifyItem,30/1/2023 14:45:16.330,30/1/2023 14:45:17.580
ModifyOrder,30/1/2023 14:58:07.560,30/1/2023 14:58:13.394
GetOrderList,30/1/2023 15:10:58.790,30/1/2023 15:10:59.924
GetTrackingData,30/1/2023 15:23:50.020,30/1/2023 15:23:50.554
ModifyOrder,30/1/2023 15:36:41.250,30/1/2023 15:36:47.067
GetItemList,30/1/2023 15:49:32.480,30/1/2023 15:49:32.814
AddItemToOrder,30/1/2023 16:02:23.710,30/1/2023 16:02:25.060
ModifyOrder,30/1/2023 16:15:14.940,30/1/2023 16:15:17.174
SetPayment,30/1/2023 16:28:06.170,30/1/2023 16:28:06.587
Login,30/1/2023 16:40:57.400,30/1/2023 16:40:58.350
ModifyOrder,30/1/2023 16:53:48.630,30/1/2023 16:53:52.897
ModifyOrder,30/1/2023 17:06:39.860,30/1/2023 17:06:46.360
GetPaymentMethods,30/1/2023 17:19:31.090,30/1/2023 17:19:31.257
GetItem,30/1/2023 17:32:22.320,30/1/2023 17:32:23.820
GetTrackingData,30/1/2023 17:45:13.550,30/1/2023 17:45:14.217
SetDeliveryAddress,30/1/2023 17:58:04.780,30/1/2023 17:58:05.830
Login,30/1/2023 18:10:56.010,30/1/2023 18:10:57.127
Login,30/1/2023 18:23:47.240,30/1/2023 18:23:48.657
GetTrackingData,30/1/2023 18:36:38.470,30/1/2023 18:36:38.487
GetOrderList,30/1/2023 18:49:29.700,30/1/2023 18:49:30.817
ModifyOrder,30/1/2023 19:02:20.930,30/1/2023 19:02:23.047
GetOrder,30/1/2023 19:15:12.160,30/1/2023 19:15:12.194
SendNotification,30/1/2023 19:28:03.390,30/1/2023 19:28:03.874
GetPaymentMethods,30/1/2023 19:40:54.620,30/1/2023 19:40:56.120
GetPaymentMethods,30/1/2023 19:53:45.850,30/1/2023 19:53:47.134
GetOrderList,30/1/2023 20:06:37.080,30/1/2023 20:06:37.380
ModifyItem,30/1/2023 20:19:28.310,30/1/2023 20:19:34.477
AddItemToOrder,30/1/2023 20:32:19.540,30/1/2023 20:32:21.040
GetPaymentList,30/1/2023 20:45:10.770,30/1/2023 20:45:12.004
ModifyItem,30/1/2023 20:58:02.000,30/1/2023 20:58:10.250
GetPaymentList,30/1/2023 21:10:53.230,30/1/2023 21:10:53.397
SetDeliveryAddress,30/1/2023 21:23:44.460,30/1/2023 21:23:45.777
GetPaymentList,30/1/2023 21:36:35.690,30/1/2023 21:36:37.024
SendNotification,30/1/2023 21:49:26.920,30/1/2023 21:49:28.187
SendNotification,30/1/2023 22:02:18.150,30/1/2023 22:02:19.550
GetPaymentMethods,30/1/2023 22:15:09.380,30/1/2023 22:15:10.547
GetItemList,30/1/2023 22:28:00.610,30/1/2023 22:28:01.077
GetItem,30/1/2023 22:40:51.840,30/1/2023 22:40:52.940
ModifyItem,30/1/2023 22:53:43.070,30/1/2023 22:53:46.870
SetPayment,30/1/2023 23:06:34.300,30/1/2023 23:06:35.350
GetOrderList,30/1/2023 23:19:25.530,30/1/2023 23:19:26.147
ModifyItem,30/1/2023 23:32:16.760,30/1/2023 23:32:19.760
ModifyOrder,30/1/2023 23:45:07.990,30/1/2023 23:45:14.490
AddItemToOrder,30/1/2023 23:57:59.220,30/1/2023 23:58:00.354
SetDeliveryAddress,31/1/2023 00:10:50.450,31/1/2023 00:10:50.884
ModifyOrder,31/1/2023 00:23:41.680,31/1/2023 00:23:43.397
GetTrackingData,31/1/2023 00:36:32.910,31/1/2023 00:36:34.427
ModifyItem,31/1/2023 00:49:24.140,31/1/2023 00:49:32.674
GetOrderList,31/1/2023 01:02:15.370,31/1/2023 01:02:16.404
GetItemList,31/1/2023 01:15:06.600,31/1/2023 01:15:08.067
GetItem,31/1/2023 01:27:57.830,31/1/2023 01:27:58.664
GetTrackingData,31/1/2023 01:40:49.060,31/1/2023 01:40:49.644
SendNotification,31/1/2023 01:53:40.290,31/1/2023 01:53:41.374
GetTrackingData,31/1/2023 02:06:31.520,31/1/2023 02:06:31.904
SendNotification,31/1/2023 02:19:22.750,31/1/2023 02:19:23.317
GetTrackingData,31/1/2023 02:32:13.980,31/1/2023 02:32:14.764
GetPaymentList,31/1/2023 02:45:05.210,31/1/2023 02:45:05.910
Login,31/1/2023 02:57:56.440,31/1/2023 02:57:57.090
Login,31/1/2023 03:10:47.670,31/1/2023 03:10:49.320
GetPaymentMethods,31/1/2023 03:23:38.900,31/1/2023 03:23:39.350
SetPayment,31/1/2023 03:36:30.130,31/1/2023 03:36:30.847
SendNotification,31/1/2023 03:49:21.360,31/1/2023 03:49:21.994
GetPaymentList,31/1/2023 04:02:12.590,31/1/2023 04:02:13.140
Login,31/1/2023 04:15:03.820,31/1/2023 04:15:05.104
GetPaymentList,31/1/2023 04:27:55.050,31/1/2023 04:27:55.750
GetOrder,31/1/2023 04:40:46.280,31/1/2023 04:40:46.647
GetOrderList,31/1/2023 04:53:37.510,31/1/2023 04:53:38.694
GetTrackingData,31/1/2023 05:06:28.740,31/1/2023 05:06:29.690
Login,31/1/2023 05:19:19.970,31/1/2023 05:19:21.420
SetPayment,31/1/2023 05:32:11.200,31/1/2023 05:32:12.517
Login,31/1/2023 05:45:02.430,31/1/2023 05:45:03.797
ModifyItem,31/1/2023 05:57:53.660,31/1/2023 05:57:57.010
GetPaymentList,31/1/2023 06:10:44.890,31/1/2023 06:10:45.240
GetPaymentList,31/1/2023 06:23:36.120,31/1/2023 06:23:37.304
GetPaymentList,31/1/2023 06:36:27.350,31/1/2023 06:36:28.767
SendNotification,31/1/2023 06:49:18.580,31/1/2023 06:49:19.297
GetOrder,31/1/2023 07:02:09.810,31/1/2023 07:02:11.244
GetOrder,31/1/2023 07:15:01.040,31/1/2023 07:15:01.574
Login,31/1/2023 07:27:52.270,31/1/2023 07:27:53.770
GetPaymentMethods,31/1/2023 07:40:43.500,31/1/2023 07:40:43.800
GetPaymentList,31/1/2023 07:53:34.730,31/1/2023 07:53:34.964
GetOrderList,31/1/2023 08:06:25.960,31/1/2023 08:06:26.977
SetDeliveryAddress,31/1/2023 08:19:17.190,31/1/2023 08:19:18.790
GetTrackingData,31/1/2023 08:32:08.420,31/1/2023 08:32:08.920
GetItemList,31/1/2023 08:44:59.650,31/1/2023 08:44:59.700
GetItem,31/1/2023 08:57:50.880,31/1/2023 08:57:51.380
GetOrder,31/1/2023 09:10:42.110,31/1/2023 09:10:43.677
GetPaymentMethods,31/1/2023 09:23:33.340,31/1/2023 09:23:34.624
GetPaymentMethods,31/1/2023 09:36:24.570,31/1/2023 09:36:24.954
GetPaymentList,31/1/2023 09:49:15.800,31/1/2023 09:49:16.550
GetOrder,31/1/2023 10:02:07.030,31/1/2023 10:02:07.714
ModifyItem,31/1/2023 10:14:58.260,31/1/2023 10:15:04.210
AddItemToOrder,31/1/2023 10:27:49.490,31/1/2023 10:27:49.890
GetItemList,31/1/2023 10:40:40.720,31/1/2023 10:40:40.937
Login,31/1/2023 10:53:31.950,31/1/2023 10:53:32.917
GetTrackingData,31/1/2023 11:06:23.180,31/1/2023 11:06:23.564
SetPayment,31/1/2023 11:19:14.410,31/1/2023 11:19:15.360
GetTrackingData,31/1/2023 11:32:05.640,31/1/2023 11:32:06.674
GetOrderList,31/1/2023 11:44:56.870,31/1/2023 11:44:56.920
AddItemToOrder,31/1/2023 11:57:48.100,31/1/2023 11:57:49.084
ModifyOrder,31/1/2023 12:10:39.330,31/1/2023 12:10:44.914
AddItemToOrder,31/1/2023 12:23:30.560,31/1/2023 12:23:31.460
GetItemList,31/1/2023 12:36:21.790,31/1/2023 12:36:22.157
GetOrder,31/1/2023 12:49:13.020,31/1/2023 12:49:13.770
Login,31/1/2023 13:02:04.250,31/1/2023 13:02:05.484
AddItemToOrder,31/1/2023 13:14:55.480,31/1/2023 13:14:56.614
ModifyOrder,31/1/2023 13:27:46.710,31/1/2023 13:27:48.960
GetOrderList,31/1/2023 13:40:37.940,31/1/2023 13:40:38.390
GetItem,31/1/2023 13:53:29.170,31/1/2023 13:53:29.720
ModifyItem,31/1/2023 14:06:20.400,31/1/2023 14:06:22.050
SendNotification,31/1/2023 14:19:11.630,31/1/2023 14:19:12.997
ModifyItem,31/1/2023 14:32:02.860,31/1/2023 14:32:12.260
SetDeliveryAddress,31/1/2023 14:44:54.090,31/1/2023 14:44:55.290
GetItem,31/1/2023 14:57:45.320,31/1/2023 14:57:45.704
GetOrderList,31/1/2023 15:10:36.550,31/1/2023 15:10:37.950
GetPaymentList,31/1/2023 15:23:27.780,31/1/2023 15:23:28.697
SetPayment,31/1/2023 15:36:19.010,31/1/2023 15:36:19.910
GetItemList,31/1/2023 15:49:10.240,31/1/2023 15:49:11.207
ModifyItem,31/1/2023 16:02:01.470,31/1/2023 16:02:07.770
SetPayment,31/1/2023 16:14:52.700,31/1/2023 16:14:54.184
GetPaymentList,31/1/2023 16:27:43.930,31/1/2023 16:27:43.964
SetDeliveryAddress,31/1/2023 16:40:35.160,31/1/2023 16:40:36.594
GetPaymentMethods,31/1/2023 16:53:26.390,31/1/2023 16:53:27.190
Login,31/1/2023 17:06:17.620,31/1/2023 17:06:17.720
AddItemToOrder,31/1/2023 17:19:08.850,31/1/2023 17:19:09.900
GetPaymentMethods,31/1/2023 17:32:00.080,31/1/2023 17:32:00.097
AddItemToOrder,31/1/2023 17:44:51.310,31/1/2023 17:44:51.927
GetOrderList,31/1/2023 17:57:42.540,31/1/2023 17:57:42.857
GetPaymentList,31/1/2023 18:10:33.770,31/1/2023 18:10:33.837
GetPaymentList,31/1/2023 18:23:25.000,31/1/2023 18:23:25.434
SendNotification,31/1/2023 18:36:16.230,31/1/2023 18:36:17.047
GetItemList,31/1/2023 18:49:07.460,31/1/2023 18:49:08.694
Login,31/1/2023 19:01:58.690,31/1/2023 19:01:58.740
GetTrackingData,31/1/2023 19:14:49.920,31/1/2023 19:14:51.354
Login,31/1/2023 19:27:41.150,31/1/2023 19:27:42.684
ModifyItem,31/1/2023 19:40:32.380,31/1/2023 19:40:41.914
SetDeliveryAddress,31/1/2023 19:53:23.610,31/1/2023 19:53:24.294
GetTrackingData,31/1/2023 20:06:14.840,31/1/2023 20:06:15.107
ModifyItem,31/1/2023 20:19:06.070,31/1/2023 20:19:08.537
GetTrackingData,31/1/2023 20:31:57.300,31/1/2023 20:31:58.284
GetOrderList,31/1/2023 20:44:48.530,31/1/2023 20:44:49.997
GetTrackingData,31/1/2023 20:57:39.760,31/1/2023 20:57:40.977
GetPaymentMethods,31/1/2023 21:10:30.990,31/1/2023 21:10:32.424
GetItemList,31/1/2023 21:23:22.220,31/1/2023 21:23:23.370
GetPaymentMethods,31/1/2023 21:36:13.450,31/1/2023 21:36:14.284
GetPaymentMethods,31/1/2023 21:49:04.680,31/1/2023 21:49:06.214
SetDeliveryAddress,31/1/2023 22:01:55.910,31/1/2023 22:01:57.110
GetItemList,31/1/2023 22:14:47.140,31/1/2023 22:14:48.740
ModifyOrder,31/1/2023 22:27:38.370,31/1/2023 22:27:46.487
GetItemList,31/1/2023 22:40:29.600,31/1/2023 22:40:30.800
GetOrderList,31/1/2023 22:53:20.830,31/1/2023 22:53:21.130
GetOrderList,31/1/2023 23:06:12.060,31/1/2023 23:06:13.260
GetOrder,31/1/2023 23:19:03.290,31/1/2023 23:19:04.074
GetOrderList,31/1/2023 23:31:54.520,31/1/2023 23:31:55.720
GetOrder,31/1/2023 23:44:45.750,31/1/2023 23:44:45.767
GetItemList,31/1/2023 23:57:36.980,31/1/2023 23:57:38.080
SendNotification,1/2/2023 00:10:28.210,1/2/2023 00:10:28.977
GetOrder,1/2/2023 00:23:19.440,1/2/2023 00:23:20.090
SetDeliveryAddress,1/2/2023 00:36:10.670,1/2/2023 00:36:10.804
ModifyOrder,1/2/2023 00:49:01.900,1/2/2023 00:49:06.900
AddItemToOrder,1/2/2023 01:01:53.130,1/2/2023 01:01:53.230
SendNotification,1/2/2023 01:14:44.360,1/2/2023 01:14:44.510
GetItemList,1/2/2023 01:27:35.590,1/2/2023 01:27:37.207
GetTrackingData,1/2/2023 01:40:26.820,1/2/2023 01:40:28.137
GetTrackingData,1/2/2023 01:53:18.050,1/2/2023 01:53:19.650
GetPaymentMethods,1/2/2023 02:06:09.280,1/2/2023 02:06:09.847
ModifyOrder,1/2/2023 02:19:00.510,1/2/2023 02:19:03.527
ModifyItem,1/2/2023 02:31:51.740,1/2/2023 02:31:54.790
GetItemList,1/2/2023 02:44:42.970,1/2/2023 02:44:43.920
GetPaymentMethods,1/2/2023 02:57:34.200,1/2/2023 02:57:35.017
SetPayment,1/2/2023 03:10:25.430,1/2/2023 03:10:26.364
GetItemList,1/2/2023 03:23:16.660,1/2/2023 03:23:16.710
AddItemToOrder,1/2/2023 03:36:07.890,1/2/2023 03:36:08.190
AddItemToOrder,1/2/2023 03:48:59.120,1/2/2023 03:49:00.337
AddItemToOrder,1/2/2023 04:01:50.350,1/2/2023 04:01:50.417
SetDeliveryAddress,1/2/2023 04:14:41.580,1/2/2023 04:14:42.080
Login,1/2/2023 04:27:32.810,1/2/2023 04:27:34.294
GetOrderList,1/2/2023 04:40:24.040,1/2/2023 04:40:24.457
SetPayment,1/2/2023 04:53:15.270,1/2/2023 04:53:15.754
Login,1/2/2023 05:06:06.500,1/2/2023 05:06:06.650
SendNotification,1/2/2023 05:18:57.730,1/2/2023 05:18:58.797
GetItem,1/2/2023 05:31:48.960,1/2/2023 05:31:49.827
AddItemToOrder,1/2/2023 05:44:40.190,1/2/2023 05:44:41.407
GetPaymentList,1/2/2023 05:57:31.420,1/2/2023 05:57:32.387
SendNotification,1/2/2023 06:10:22.650,1/2/2023 06:10:22.800
Login,1/2/2023 06:23:13.880,1/2/2023 06:23:15.164
SendNotification,1/2/2023 06:36:05.110,1/2/2023 06:36:06.360
ModifyItem,1/2/2023 06:48:56.340,1/2/2023 06:48:59.474
AddItemToOrder,1/2/2023 07:01:47.570,1/2/2023 07:01:47.887
SetPayment,1/2/2023 07:14:38.800,1/2/2023 07:14:38.900
Login,1/2/2023 07:27:30.030,1/2/2023 07:27:30.530
GetItemList,1/2/2023 07:40:21.260,1/2/2023 07:40:21.477
SetDeliveryAddress,1/2/2023 07:53:12.490,1/2/2023 07:53:12.757
ModifyOrder,1/2/2023 08:06:03.720,1/2/2023 08:06:06.354
GetTrackingData,1/2/2023 08:18:54.950,1/2/2023 08:18:56.334
GetItem,1/2/2023 08:31:46.180,1/2/2023 08:31:47.314
GetItem,1/2/2023 08:44:37.410,1/2/2023 08:44:38.310
GetTrackingData,1/2/2023 08:57:28.640,1/2/2023 08:57:29.957
GetItem,1/2/2023 09:10:19.870,1/2/2023 09:10:20.520
GetItemList,1/2/2023 09:23:11.100,1/2/2023 09:23:11.467
GetOrderList,1/2/2023 09:36:02.330,1/2/2023 09:36:03.630
GetTrackingData,1/2/2023 09:48:53.560,1/2/2023 09:48:54.610
SendNotification,1/2/2023 10:01:44.790,1/2/2023 10:01:44.874
GetPaymentMethods,1/2/2023 10:14:36.020,1/2/2023 10:14:36.204
Login,1/2/2023 10:27:27.250,1/2/2023 10:27:27.967
SendNotification,1/2/2023 10:40:18.480,1/2/2023 10:40:20.080
ModifyOrder,1/2/2023 10:53:09.710,1/2/2023 10:53:15.577
SetPayment,1/2/2023 11:06:00.940,1/2/2023 11:06:01.740
GetPaymentMethods,1/2/2023 11:18:52.170,1/2/2023 11:18:53.537
GetOrder,1/2/2023 11:31:43.400,1/2/2023 11:31:44.950
GetItemList,1/2/2023 11:44:34.630,1/2/2023 11:44:36.297
GetPaymentList,1/2/2023 11:57:25.860,1/2/2023 11:57:27.194
GetOrder,1/2/2023 12:10:17.090,1/2/2023 12:10:18.274
AddItemToOrder,1/2/2023 12:23:08.320,1/2/2023 12:23:09.470
GetOrder,1/2/2023 12:35:59.550,1/2/2023 12:36:00.417
ModifyOrder,1/2/2023 12:48:50.780,1/2/2023 12:48:52.164
AddItemToOrder,1/2/2023 13:01:42.010,1/2/2023 13:01:43.594
ModifyItem,1/2/2023 13:14:33.240,1/2/2023 13:14:35.324
AddItemToOrder,1/2/2023 13:27:24.470,1/2/2023 13:27:26.037
AddItemToOrder,1/2/2023 13:40:15.700,1/2/2023 13:40:16.700
GetItemList,1/2/2023 13:53:06.930,1/2/2023 13:53:07.814
SendNotification,1/2/2023 14:05:58.160,1/2/2023 14:05:58.694
ModifyItem,1/2/2023 14:18:49.390,1/2/2023 14:18:51.240
GetItem,1/2/2023 14:31:40.620,1/2/2023 14:31:41.787
SetDeliveryAddress,1/2/2023 14:44:31.850,1/2/2023 14:44:33.100
GetItemList,1/2/2023 14:57:23.080,1/2/2023 14:57:23.264
SetDeliveryAddress,1/2/2023 15:10:14.310,1/2/2023 15:10:14.860
GetPaymentMethods,1/2/2023 15:23:05.540,1/2/2023 15:23:06.390
GetOrder,1/2/2023 15:35:56.770,1/2/2023 15:35:57.770
GetPaymentList,1/2/2023 15:48:48.000,1/2/2023 15:48:48.150
ModifyItem,1/2/2023 16:01:39.230,1/2/2023 16:01:40.580
GetItem,1/2/2023 16:14:30.460,1/2/2023 16:14:31.844
SetPayment,1/2/2023 16:27:21.690,1/2/2023 16:27:23.207
Login,1/2/2023 16:40:12.920,1/2/2023 16:40:13.054
ModifyOrder,1/2/2023 16:53:04.150,1/2/2023 16:53:06.150
GetItem,1/2/2023 17:05:55.380,1/2/2023 17:05:56.664
ModifyItem,1/2/2023 17:18:46.610,1/2/2023 17:18:54.444
SendNotification,1/2/2023 17:31:37.840,1/2/2023 17:31:38.957
GetPaymentMethods,1/2/2023 17:44:29.070,1/2/2023 17:44:30.654
ModifyItem,1/2/2023 17:57:20.300,1/2/2023 17:57:27.050
GetItemList,1/2/2023 18:10:11.530,1/2/2023 18:10:13.014
GetPaymentList,1/2/2023 18:23:02.760,1/2/2023 18:23:03.777
GetTrackingData,1/2/2023 18:35:53.990,1/2/2023 18:35:54.740
GetItemList,1/2/2023 18:48:45.220,1/2/2023 18:48:46.070
Login,1/2/2023 19:01:36.450,1/2/2023 19:01:37.567
ModifyItem,1/2/2023 19:14:27.680,1/2/2023 19:14:28.597
GetPaymentMethods,1/2/2023 19:27:18.910,1/2/2023 19:27:19.410
GetOrderList,1/2/2023 19:40:10.140,1/2/2023 19:40:10.540
GetPaymentList,1/2/2023 19:53:01.370,1/2/2023 19:53:02.554
GetOrder,1/2/2023 20:05:52.600,1/2/2023 20:05:52.800
SetPayment,1/2/2023 20:18:43.830,1/2/2023 20:18:44.697
AddItemToOrder,1/2/2023 20:31:35.060,1/2/2023 20:31:36.410
GetPaymentMethods,1/2/2023 20:44:26.290,1/2/2023 20:44:27.807
GetTrackingData,1/2/2023 20:57:17.520,1/2/2023 20:57:17.554
GetOrderList,1/2/2023 21:10:08.750,1/2/2023 21:10:09.400
GetItemList,1/2/2023 21:22:59.980,1/2/2023 21:23:00.330
GetPaymentMethods,1/2/2023 21:35:51.210,1/2/2023 21:35:52.777
GetItemList,1/2/2023 21:48:42.440,1/2/2023 21:48:43.457
GetPaymentMethods,1/2/2023 22:01:33.670,1/2/2023 22:01:34.704
GetItemList,1/2/2023 22:14:24.900,1/2/2023 22:14:25.600
ModifyItem,1/2/2023 22:27:16.130,1/2/2023 22:27:24.030
GetItem,1/2/2023 22:40:07.360,1/2/2023 22:40:07.744
